# x[m] y[m]
32.5303 97.0883
32.5601 97.1760
32.5899 97.2636
32.6197 97.3513
32.6495 97.4389
32.6793 97.5266
32.7091 97.6142
32.7389 97.7018
32.7687 97.7894
32.7985 97.8771
32.8283 97.9647
32.8581 98.0523
32.8879 98.1398
32.9177 98.2274
32.9475 98.3150
32.9772 98.4026
33.0070 98.4902
33.0368 98.5777
33.0666 98.6653
33.0964 98.7528
33.1262 98.8404
33.1559 98.9279
33.1857 99.0154
33.2155 99.1029
33.2453 99.1905
33.2750 99.2780
33.3048 99.3655
33.3346 99.4530
33.3644 99.5405
33.3941 99.6279
33.4239 99.7154
33.4537 99.8029
33.4834 99.8903
33.5132 99.9778
33.5429 100.0652
33.5727 100.1527
33.6025 100.2401
33.6322 100.3276
33.6620 100.4150
33.6917 100.5024
33.7215 100.5898
33.7512 100.6772
33.7810 100.7646
33.8107 100.8520
33.8405 100.9394
33.8702 101.0268
33.9000 101.1141
33.9297 101.2015
33.9595 101.2889
33.9892 101.3762
34.0189 101.4636
34.0487 101.5509
34.0784 101.6382
34.1081 101.7256
34.1379 101.8129
34.1676 101.9002
34.1973 101.9875
34.2271 102.0748
34.2568 102.1621
34.2865 102.2494
34.3163 102.3367
34.3460 102.4239
34.3757 102.5112
34.4054 102.5985
34.4351 102.6857
34.4649 102.7730
34.4946 102.8602
34.5243 102.9475
34.5540 103.0347
34.5837 103.1219
34.6134 103.2091
34.6431 103.2963
34.6729 103.3835
34.7026 103.4707
34.7323 103.5579
34.7620 103.6451
34.7917 103.7323
34.8214 103.8195
34.8511 103.9066
34.8808 103.9938
34.9105 104.0809
34.9402 104.1681
34.9699 104.2552
34.9996 104.3424
35.0293 104.4295
35.0589 104.5166
35.0886 104.6037
35.1183 104.6908
35.1480 104.7779
35.1777 104.8650
35.2074 104.9521
35.2371 105.0392
35.2667 105.1263
35.2964 105.2133
35.3261 105.3004
35.3558 105.3874
35.3855 105.4745
35.4151 105.5615
35.4448 105.6486
35.4745 105.7356
35.5042 105.8226
35.5338 105.9096
35.5635 105.9966
35.5932 106.0836
35.6228 106.1706
35.6525 106.2576
35.6821 106.3446
35.7118 106.4316
35.7415 106.5186
35.7711 106.6055
35.8008 106.6925
35.8304 106.7794
35.8601 106.8664
35.8897 106.9533
35.9194 107.0403
35.9491 107.1272
35.9787 107.2141
36.0083 107.3010
36.0380 107.3879
36.0676 107.4748
36.0973 107.5617
36.1269 107.6486
36.1566 107.7355
36.1862 107.8224
36.2158 107.9092
36.2455 107.9961
36.2751 108.0829
36.3048 108.1698
36.3344 108.2566
36.3640 108.3435
36.3936 108.4303
36.4233 108.5171
36.4529 108.6039
36.4825 108.6907
36.5122 108.7776
36.5418 108.8644
36.5714 108.9511
36.6010 109.0379
36.6306 109.1247
36.6603 109.2115
36.6899 109.2982
36.7195 109.3850
36.7491 109.4718
36.7787 109.5585
36.8083 109.6452
36.8379 109.7320
36.8675 109.8187
36.8971 109.9054
36.9268 109.9921
36.9564 110.0788
36.9860 110.1655
37.0156 110.2522
37.0452 110.3389
37.0748 110.4256
37.1044 110.5123
37.1340 110.5989
37.1635 110.6856
37.1931 110.7723
37.2227 110.8589
37.2523 110.9456
37.2819 111.0322
37.3115 111.1188
37.3411 111.2054
37.3707 111.2921
37.4003 111.3787
37.4298 111.4653
37.4594 111.5519
37.4890 111.6385
37.5186 111.7251
37.5482 111.8116
37.5777 111.8982
37.6073 111.9848
37.6369 112.0713
37.6665 112.1579
37.6960 112.2444
37.7256 112.3310
37.7552 112.4175
37.7847 112.5040
37.8143 112.5906
37.8439 112.6771
37.8734 112.7636
37.9030 112.8501
37.9325 112.9366
37.9621 113.0231
37.9917 113.1095
38.0212 113.1960
38.0508 113.2825
38.0803 113.3690
38.1099 113.4554
38.1394 113.5419
38.1690 113.6283
38.1985 113.7147
38.2281 113.8012
38.2576 113.8876
38.2871 113.9740
38.3167 114.0604
38.3462 114.1468
38.3758 114.2332
38.4053 114.3196
38.4348 114.4060
38.4644 114.4924
38.4939 114.5788
38.5234 114.6651
38.5530 114.7515
38.5825 114.8379
38.6120 114.9242
38.6416 115.0105
38.6711 115.0969
38.7006 115.1832
38.7301 115.2695
38.7597 115.3558
38.7892 115.4422
38.8187 115.5285
38.8482 115.6148
38.8777 115.7011
38.9072 115.7873
38.9368 115.8736
38.9663 115.9599
38.9958 116.0462
39.0253 116.1324
39.0548 116.2187
39.0843 116.3049
39.1138 116.3911
39.1433 116.4774
39.1728 116.5636
39.2023 116.6498
39.2318 116.7360
39.2613 116.8223
39.2908 116.9085
39.3203 116.9946
39.3498 117.0808
39.3793 117.1670
39.4088 117.2532
39.4383 117.3394
39.4678 117.4255
39.4973 117.5117
39.5268 117.5978
39.5562 117.6840
39.5857 117.7701
39.6152 117.8562
39.6447 117.9424
39.6742 118.0285
39.7036 118.1146
39.7331 118.2007
39.7626 118.2868
39.7921 118.3729
39.8215 118.4590
39.8510 118.5451
